index,V1,V2,locality1,locality2,lat1,long1,lat2,long2,FST_lin,CSE,Residuals
371,12,31,"Roswell, NM, USA","Orlando, FL, USA",33.4009,-104.5294,28.5496,-81.3754,0.0723,0.324934698,NA
372,12,32,"Roswell, NM, USA","Melbourne, FL, USA",33.4009,-104.5294,28.0785,-80.6838,0.0428,0.280673041,NA
373,12,33,"Roswell, NM, USA","Rio, FL, USA",33.4009,-104.5294,27.2183,-80.24,0.0467,0.274432922,NA
374,12,34,"Roswell, NM, USA","Palm Beach County, FL, USA",33.4009,-104.5294,26.53,-80.0658,0.0607,0.289743305,NA
375,12,35,"Roswell, NM, USA","Miami, FL, USA",33.4009,-104.5294,25.7753,-80.2089,0.0612,0.284167741,NA
376,12,36,"Roswell, NM, USA","Fort Myers, FL, USA",33.4009,-104.5294,26.6398,-81.8745,0.0528,0.289546664,NA
377,12,37,"Roswell, NM, USA","Sarasota, FL, USA",33.4009,-104.5294,27.3509,-82.5484,0.0526,0.268036911,NA
378,12,38,"Roswell, NM, USA","Tampa, FL, USA",33.4009,-104.5294,27.9816,-82.4526,0.0624,0.296571567,NA
379,13,14,"Carlsbad, NM, USA","Lovington, NM, USA",32.427,-104.243,32.9476,-103.3504,0.0601,0.317981319,NA
380,13,15,"Carlsbad, NM, USA","Lubbock, TX, USA",32.427,-104.243,33.5699,-101.8727,0.0707,0.357227356,NA
381,13,16,"Carlsbad, NM, USA","Dallas, TX, USA",32.427,-104.243,32.754256,-96.796889,0.0373,0.281281413,NA
382,13,17,"Carlsbad, NM, USA","Ellis, TX, USA",32.427,-104.243,32.3782,-96.793,0.0553,0.331189615,NA
383,13,18,"Carlsbad, NM, USA","Cameron, TX, USA",32.427,-104.243,26.125309,-97.539184,0.1036,0.363926588,NA
384,13,19,"Carlsbad, NM, USA","Travis, TX, USA",32.427,-104.243,30.2526,-97.778,0.0464,0.322898878,NA
385,13,20,"Carlsbad, NM, USA","Bexar, TX, USA",32.427,-104.243,29.4112,-98.4954,0.0474,0.331107104,NA
386,13,21,"Carlsbad, NM, USA","Houston, TX, USA",32.427,-104.243,29.7628,-95.3831,0.1305,0.39651048,NA
387,13,22,"Carlsbad, NM, USA","Nueces, TX, USA",32.427,-104.243,27.7439,-97.672,0.0519,0.327595301,NA
388,13,23,"Carlsbad, NM, USA","Hidalgo, TX, USA",32.427,-104.243,26.3651,-98.1638,0.0443,0.308547809,NA
389,13,24,"Carlsbad, NM, USA","Juarez, CHIH, MEX",32.427,-104.243,31.683,-106.4249,0.0441,0.316184806,NA
390,13,25,"Carlsbad, NM, USA","Nuevo Leon, NL, MEX",32.427,-104.243,25.6803,-100.3133,0.1313,0.42999746,NA
391,13,26,"Carlsbad, NM, USA","New Orleans LA, USA",32.427,-104.243,29.99838,-90.076114,0.0213,0.284884277,NA
392,13,27,"Carlsbad, NM, USA","Muscogee, GA, USA",32.427,-104.243,32.5223,-84.9341,0.0512,0.326322105,NA
393,13,28,"Carlsbad, NM, USA","St. Augustine, FL, USA",32.427,-104.243,29.9134,-81.317743,0.0539,0.336550759,NA
394,13,29,"Carlsbad, NM, USA","Barberville, FL, USA",32.427,-104.243,29.1861,-81.4209,0.0973,0.392014793,NA
395,13,30,"Carlsbad, NM, USA","Daytona Beach, FL, USA",32.427,-104.243,29.2034,-81.0884,0.061,0.385200841,NA
396,13,31,"Carlsbad, NM, USA","Orlando, FL, USA",32.427,-104.243,28.5496,-81.3754,0.0808,0.389400945,NA
397,13,32,"Carlsbad, NM, USA","Melbourne, FL, USA",32.427,-104.243,28.0785,-80.6838,0.048,0.36437477,NA
398,13,33,"Carlsbad, NM, USA","Rio, FL, USA",32.427,-104.243,27.2183,-80.24,0.0528,0.344504866,NA
399,13,34,"Carlsbad, NM, USA","Palm Beach County, FL, USA",32.427,-104.243,26.53,-80.0658,0.0708,0.374998963,NA
400,13,35,"Carlsbad, NM, USA","Miami, FL, USA",32.427,-104.243,25.7753,-80.2089,0.0371,0.330302046,NA
401,13,36,"Carlsbad, NM, USA","Fort Myers, FL, USA",32.427,-104.243,26.6398,-81.8745,0.06,0.368116984,NA
402,13,37,"Carlsbad, NM, USA","Sarasota, FL, USA",32.427,-104.243,27.3509,-82.5484,0.033,0.330231121,NA
403,13,38,"Carlsbad, NM, USA","Tampa, FL, USA",32.427,-104.243,27.9816,-82.4526,0.0631,0.367411081,NA
404,14,15,"Lovington, NM, USA","Lubbock, TX, USA",32.9476,-103.3504,33.5699,-101.8727,0.0669,0.333626987,NA
405,14,16,"Lovington, NM, USA","Dallas, TX, USA",32.9476,-103.3504,32.754256,-96.796889,0.05,0.291078713,NA
406,14,17,"Lovington, NM, USA","Ellis, TX, USA",32.9476,-103.3504,32.3782,-96.793,0.0669,0.307164194,NA
407,14,18,"Lovington, NM, USA","Cameron, TX, USA",32.9476,-103.3504,26.125309,-97.539184,0.1168,0.369345269,NA
408,14,19,"Lovington, NM, USA","Travis, TX, USA",32.9476,-103.3504,30.2526,-97.778,0.0321,0.287437576,NA
409,14,20,"Lovington, NM, USA","Bexar, TX, USA",32.9476,-103.3504,29.4112,-98.4954,0.0132,0.292458106,NA
410,14,21,"Lovington, NM, USA","Houston, TX, USA",32.9476,-103.3504,29.7628,-95.3831,0.087,0.349898649,NA
411,14,22,"Lovington, NM, USA","Nueces, TX, USA",32.9476,-103.3504,27.7439,-97.672,0.0607,0.326818107,NA
412,14,23,"Lovington, NM, USA","Hidalgo, TX, USA",32.9476,-103.3504,26.3651,-98.1638,0.0557,0.312112326,NA
413,14,24,"Lovington, NM, USA","Juarez, CHIH, MEX",32.9476,-103.3504,31.683,-106.4249,0.045,0.289111576,NA
414,14,25,"Lovington, NM, USA","Nuevo Leon, NL, MEX",32.9476,-103.3504,25.6803,-100.3133,0.0889,0.402259558,NA
415,14,26,"Lovington, NM, USA","New Orleans LA, USA",32.9476,-103.3504,29.99838,-90.076114,0.0865,0.343686593,NA
416,14,27,"Lovington, NM, USA","Muscogee, GA, USA",32.9476,-103.3504,32.5223,-84.9341,0.1261,0.379205299,NA
417,14,28,"Lovington, NM, USA","St. Augustine, FL, USA",32.9476,-103.3504,29.9134,-81.317743,0.1053,0.373167021,NA
418,14,29,"Lovington, NM, USA","Barberville, FL, USA",32.9476,-103.3504,29.1861,-81.4209,0.1817,0.419407705,NA
419,14,30,"Lovington, NM, USA","Daytona Beach, FL, USA",32.9476,-103.3504,29.2034,-81.0884,0.0893,0.366785964,NA
420,14,31,"Lovington, NM, USA","Orlando, FL, USA",32.9476,-103.3504,28.5496,-81.3754,0.1177,0.397581635,NA
421,14,32,"Lovington, NM, USA","Melbourne, FL, USA",32.9476,-103.3504,28.0785,-80.6838,0.0821,0.3638322,NA
422,14,33,"Lovington, NM, USA","Rio, FL, USA",32.9476,-103.3504,27.2183,-80.24,0.0802,0.336314586,NA
423,14,34,"Lovington, NM, USA","Palm Beach County, FL, USA",32.9476,-103.3504,26.53,-80.0658,0.0845,0.34521992,NA
424,14,35,"Lovington, NM, USA","Miami, FL, USA",32.9476,-103.3504,25.7753,-80.2089,0.1132,0.379416853,NA
425,14,36,"Lovington, NM, USA","Fort Myers, FL, USA",32.9476,-103.3504,26.6398,-81.8745,0.1027,0.373621917,NA
426,14,37,"Lovington, NM, USA","Sarasota, FL, USA",32.9476,-103.3504,27.3509,-82.5484,0.1058,0.365516836,NA
427,14,38,"Lovington, NM, USA","Tampa, FL, USA",32.9476,-103.3504,27.9816,-82.4526,0.0802,0.36827274,NA
428,15,16,"Lubbock, TX, USA","Dallas, TX, USA",33.5699,-101.8727,32.754256,-96.796889,0.036,0.274993765,NA
429,15,17,"Lubbock, TX, USA","Ellis, TX, USA",33.5699,-101.8727,32.3782,-96.793,0.0661,0.324398996,NA
430,15,18,"Lubbock, TX, USA","Cameron, TX, USA",33.5699,-101.8727,26.125309,-97.539184,0.1088,0.350764731,NA
431,15,19,"Lubbock, TX, USA","Travis, TX, USA",33.5699,-101.8727,30.2526,-97.778,0.0407,0.276806876,NA
432,15,20,"Lubbock, TX, USA","Bexar, TX, USA",33.5699,-101.8727,29.4112,-98.4954,0.0424,0.317310442,NA
433,15,21,"Lubbock, TX, USA","Houston, TX, USA",33.5699,-101.8727,29.7628,-95.3831,0.1276,0.400630532,NA
434,15,22,"Lubbock, TX, USA","Nueces, TX, USA",33.5699,-101.8727,27.7439,-97.672,0.0567,0.308174845,NA
435,15,23,"Lubbock, TX, USA","Hidalgo, TX, USA",33.5699,-101.8727,26.3651,-98.1638,0.052,0.302974089,NA
436,15,24,"Lubbock, TX, USA","Juarez, CHIH, MEX",33.5699,-101.8727,31.683,-106.4249,0.0607,0.307483457,NA
437,15,25,"Lubbock, TX, USA","Nuevo Leon, NL, MEX",33.5699,-101.8727,25.6803,-100.3133,0.0866,0.388635191,NA
438,15,26,"Lubbock, TX, USA","New Orleans LA, USA",33.5699,-101.8727,29.99838,-90.076114,0.066,0.351580208,NA
439,15,27,"Lubbock, TX, USA","Muscogee, GA, USA",33.5699,-101.8727,32.5223,-84.9341,0.1083,0.354284109,NA
440,15,28,"Lubbock, TX, USA","St. Augustine, FL, USA",33.5699,-101.8727,29.9134,-81.317743,0.0918,0.365351552,NA
441,15,29,"Lubbock, TX, USA","Barberville, FL, USA",33.5699,-101.8727,29.1861,-81.4209,0.1537,0.421402133,NA
442,15,30,"Lubbock, TX, USA","Daytona Beach, FL, USA",33.5699,-101.8727,29.2034,-81.0884,0.122,0.438753728,NA
443,15,31,"Lubbock, TX, USA","Orlando, FL, USA",33.5699,-101.8727,28.5496,-81.3754,0.1373,0.441933783,NA
444,15,32,"Lubbock, TX, USA","Melbourne, FL, USA",33.5699,-101.8727,28.0785,-80.6838,0.0796,0.372330841,NA
445,15,33,"Lubbock, TX, USA","Rio, FL, USA",33.5699,-101.8727,27.2183,-80.24,0.0808,0.342366955,NA
446,15,34,"Lubbock, TX, USA","Palm Beach County, FL, USA",33.5699,-101.8727,26.53,-80.0658,0.0738,0.341667059,NA
447,15,35,"Lubbock, TX, USA","Miami, FL, USA",33.5699,-101.8727,25.7753,-80.2089,0.0874,0.37132759,NA
448,15,36,"Lubbock, TX, USA","Fort Myers, FL, USA",33.5699,-101.8727,26.6398,-81.8745,0.1093,0.405093034,NA
449,15,37,"Lubbock, TX, USA","Sarasota, FL, USA",33.5699,-101.8727,27.3509,-82.5484,0.0913,0.375745513,NA
450,15,38,"Lubbock, TX, USA","Tampa, FL, USA",33.5699,-101.8727,27.9816,-82.4526,0.0938,0.380124905,NA
451,16,17,"Dallas, TX, USA","Ellis, TX, USA",32.754256,-96.796889,32.3782,-96.793,0.0335,0.234865524,NA
452,16,18,"Dallas, TX, USA","Cameron, TX, USA",32.754256,-96.796889,26.125309,-97.539184,0.0918,0.305531915,NA
453,16,19,"Dallas, TX, USA","Travis, TX, USA",32.754256,-96.796889,30.2526,-97.778,0.0465,0.249324299,NA
454,16,20,"Dallas, TX, USA","Bexar, TX, USA",32.754256,-96.796889,29.4112,-98.4954,0.0298,0.253542507,NA
455,16,21,"Dallas, TX, USA","Houston, TX, USA",32.754256,-96.796889,29.7628,-95.3831,0.0976,0.339262533,NA
456,16,22,"Dallas, TX, USA","Nueces, TX, USA",32.754256,-96.796889,27.7439,-97.672,0.0488,0.258559103,NA
457,16,23,"Dallas, TX, USA","Hidalgo, TX, USA",32.754256,-96.796889,26.3651,-98.1638,0.037,0.229159127,NA
458,16,24,"Dallas, TX, USA","Juarez, CHIH, MEX",32.754256,-96.796889,31.683,-106.4249,0.0368,0.225648658,NA
459,16,25,"Dallas, TX, USA","Nuevo Leon, NL, MEX",32.754256,-96.796889,25.6803,-100.3133,0.0607,0.343873873,NA
460,16,26,"Dallas, TX, USA","New Orleans LA, USA",32.754256,-96.796889,29.99838,-90.076114,0.0447,0.269559769,NA
461,16,27,"Dallas, TX, USA","Muscogee, GA, USA",32.754256,-96.796889,32.5223,-84.9341,0.0743,0.293107164,NA
462,16,28,"Dallas, TX, USA","St. Augustine, FL, USA",32.754256,-96.796889,29.9134,-81.317743,0.0713,0.294773026,NA
463,16,29,"Dallas, TX, USA","Barberville, FL, USA",32.754256,-96.796889,29.1861,-81.4209,0.144,0.373377564,NA
464,16,30,"Dallas, TX, USA","Daytona Beach, FL, USA",32.754256,-96.796889,29.2034,-81.0884,0.0803,0.344081116,NA
465,16,31,"Dallas, TX, USA","Orlando, FL, USA",32.754256,-96.796889,28.5496,-81.3754,0.1026,0.378077153,NA
466,16,32,"Dallas, TX, USA","Melbourne, FL, USA",32.754256,-96.796889,28.0785,-80.6838,0.0662,0.314644666,NA
467,16,33,"Dallas, TX, USA","Rio, FL, USA",32.754256,-96.796889,27.2183,-80.24,0.0552,0.273472345,NA
468,16,34,"Dallas, TX, USA","Palm Beach County, FL, USA",32.754256,-96.796889,26.53,-80.0658,0.0651,0.303745103,NA
469,16,35,"Dallas, TX, USA","Miami, FL, USA",32.754256,-96.796889,25.7753,-80.2089,0.0669,0.315996419,NA
470,16,36,"Dallas, TX, USA","Fort Myers, FL, USA",32.754256,-96.796889,26.6398,-81.8745,0.0679,0.311929104,NA
471,16,37,"Dallas, TX, USA","Sarasota, FL, USA",32.754256,-96.796889,27.3509,-82.5484,0.0831,0.318943678,NA
472,16,38,"Dallas, TX, USA","Tampa, FL, USA",32.754256,-96.796889,27.9816,-82.4526,0.0734,0.332536803,NA
473,17,18,"Ellis, TX, USA","Cameron, TX, USA",32.3782,-96.793,26.125309,-97.539184,0.0644,0.296424846,NA
474,17,19,"Ellis, TX, USA","Travis, TX, USA",32.3782,-96.793,30.2526,-97.778,0.0276,0.200900171,NA
475,17,20,"Ellis, TX, USA","Bexar, TX, USA",32.3782,-96.793,29.4112,-98.4954,0.0377,0.272842887,NA
476,17,21,"Ellis, TX, USA","Houston, TX, USA",32.3782,-96.793,29.7628,-95.3831,0.0895,0.332678169,NA
477,17,22,"Ellis, TX, USA","Nueces, TX, USA",32.3782,-96.793,27.7439,-97.672,0.0372,0.254766712,NA
478,17,23,"Ellis, TX, USA","Hidalgo, TX, USA",32.3782,-96.793,26.3651,-98.1638,0.0389,0.24001109,NA
479,17,24,"Ellis, TX, USA","Juarez, CHIH, MEX",32.3782,-96.793,31.683,-106.4249,0.0458,0.2605469,NA
480,17,25,"Ellis, TX, USA","Nuevo Leon, NL, MEX",32.3782,-96.793,25.6803,-100.3133,0.0868,0.397819896,NA
481,17,26,"Ellis, TX, USA","New Orleans LA, USA",32.3782,-96.793,29.99838,-90.076114,0.0496,0.287324295,NA
482,17,27,"Ellis, TX, USA","Muscogee, GA, USA",32.3782,-96.793,32.5223,-84.9341,0.1178,0.346023143,NA
483,17,28,"Ellis, TX, USA","St. Augustine, FL, USA",32.3782,-96.793,29.9134,-81.317743,0.0577,0.296777874,NA
484,17,29,"Ellis, TX, USA","Barberville, FL, USA",32.3782,-96.793,29.1861,-81.4209,0.142,0.362416059,NA
485,17,30,"Ellis, TX, USA","Daytona Beach, FL, USA",32.3782,-96.793,29.2034,-81.0884,0.065,0.319731293,NA
486,17,31,"Ellis, TX, USA","Orlando, FL, USA",32.3782,-96.793,28.5496,-81.3754,0.0679,0.338490002,NA
487,17,32,"Ellis, TX, USA","Melbourne, FL, USA",32.3782,-96.793,28.0785,-80.6838,0.0427,0.278262633,NA
488,17,33,"Ellis, TX, USA","Rio, FL, USA",32.3782,-96.793,27.2183,-80.24,0.0581,0.275446138,NA
489,17,34,"Ellis, TX, USA","Palm Beach County, FL, USA",32.3782,-96.793,26.53,-80.0658,0.0583,0.286663921,NA
490,17,35,"Ellis, TX, USA","Miami, FL, USA",32.3782,-96.793,25.7753,-80.2089,0.057,0.29275111,NA
491,17,36,"Ellis, TX, USA","Fort Myers, FL, USA",32.3782,-96.793,26.6398,-81.8745,0.0525,0.295776815,NA
492,17,37,"Ellis, TX, USA","Sarasota, FL, USA",32.3782,-96.793,27.3509,-82.5484,0.0775,0.29656878,NA
493,17,38,"Ellis, TX, USA","Tampa, FL, USA",32.3782,-96.793,27.9816,-82.4526,0.0546,0.29300365,NA
494,18,19,"Cameron, TX, USA","Travis, TX, USA",26.125309,-97.539184,30.2526,-97.778,0.0728,0.283606448,NA
495,18,20,"Cameron, TX, USA","Bexar, TX, USA",26.125309,-97.539184,29.4112,-98.4954,0.0757,0.31358974,NA
496,18,21,"Cameron, TX, USA","Houston, TX, USA",26.125309,-97.539184,29.7628,-95.3831,0.1325,0.335189386,NA
497,18,22,"Cameron, TX, USA","Nueces, TX, USA",26.125309,-97.539184,27.7439,-97.672,0.0424,0.262469172,NA
498,18,23,"Cameron, TX, USA","Hidalgo, TX, USA",26.125309,-97.539184,26.3651,-98.1638,0.0363,0.216508728,NA
499,18,24,"Cameron, TX, USA","Juarez, CHIH, MEX",26.125309,-97.539184,31.683,-106.4249,0.0539,0.292020368,NA
500,18,25,"Cameron, TX, USA","Nuevo Leon, NL, MEX",26.125309,-97.539184,25.6803,-100.3133,0.0668,0.351436708,NA
501,18,26,"Cameron, TX, USA","New Orleans LA, USA",26.125309,-97.539184,29.99838,-90.076114,0.0826,0.327006278,NA
502,18,27,"Cameron, TX, USA","Muscogee, GA, USA",26.125309,-97.539184,32.5223,-84.9341,0.1807,0.388121309,NA
503,18,28,"Cameron, TX, USA","St. Augustine, FL, USA",26.125309,-97.539184,29.9134,-81.317743,0.091,0.337969416,NA
504,18,29,"Cameron, TX, USA","Barberville, FL, USA",26.125309,-97.539184,29.1861,-81.4209,0.1786,0.377942801,NA
505,18,30,"Cameron, TX, USA","Daytona Beach, FL, USA",26.125309,-97.539184,29.2034,-81.0884,0.102,0.35905299,NA
506,18,31,"Cameron, TX, USA","Orlando, FL, USA",26.125309,-97.539184,28.5496,-81.3754,0.1087,0.381010974,NA
507,18,32,"Cameron, TX, USA","Melbourne, FL, USA",26.125309,-97.539184,28.0785,-80.6838,0.0565,0.304373649,NA
508,18,33,"Cameron, TX, USA","Rio, FL, USA",26.125309,-97.539184,27.2183,-80.24,0.1031,0.340931806,NA
509,18,34,"Cameron, TX, USA","Palm Beach County, FL, USA",26.125309,-97.539184,26.53,-80.0658,0.0855,0.330485995,NA
510,18,35,"Cameron, TX, USA","Miami, FL, USA",26.125309,-97.539184,25.7753,-80.2089,0.0977,0.34420321,NA
511,18,36,"Cameron, TX, USA","Fort Myers, FL, USA",26.125309,-97.539184,26.6398,-81.8745,0.0968,0.347199728,NA
512,18,37,"Cameron, TX, USA","Sarasota, FL, USA",26.125309,-97.539184,27.3509,-82.5484,0.1174,0.356139317,NA
513,18,38,"Cameron, TX, USA","Tampa, FL, USA",26.125309,-97.539184,27.9816,-82.4526,0.093,0.342746282,NA
514,19,20,"Travis, TX, USA","Bexar, TX, USA",30.2526,-97.778,29.4112,-98.4954,0.0124,0.231905744,NA
515,19,21,"Travis, TX, USA","Houston, TX, USA",30.2526,-97.778,29.7628,-95.3831,0.0973,0.368703708,NA
516,19,22,"Travis, TX, USA","Nueces, TX, USA",30.2526,-97.778,27.7439,-97.672,0.0429,0.253733395,NA
517,19,23,"Travis, TX, USA","Hidalgo, TX, USA",30.2526,-97.778,26.3651,-98.1638,0.044,0.246334345,NA
518,19,24,"Travis, TX, USA","Juarez, CHIH, MEX",30.2526,-97.778,31.683,-106.4249,0.0474,0.262034859,NA
519,19,25,"Travis, TX, USA","Nuevo Leon, NL, MEX",30.2526,-97.778,25.6803,-100.3133,0.0899,0.3873022,NA
520,19,26,"Travis, TX, USA","New Orleans LA, USA",30.2526,-97.778,29.99838,-90.076114,0.0469,0.282689103,NA
521,19,27,"Travis, TX, USA","Muscogee, GA, USA",30.2526,-97.778,32.5223,-84.9341,0.0924,0.310904725,NA
522,19,28,"Travis, TX, USA","St. Augustine, FL, USA",30.2526,-97.778,29.9134,-81.317743,0.0594,0.283257101,NA
523,19,29,"Travis, TX, USA","Barberville, FL, USA",30.2526,-97.778,29.1861,-81.4209,0.1262,0.365617596,NA
524,19,30,"Travis, TX, USA","Daytona Beach, FL, USA",30.2526,-97.778,29.2034,-81.0884,0.0597,0.322299551,NA
525,19,31,"Travis, TX, USA","Orlando, FL, USA",30.2526,-97.778,28.5496,-81.3754,0.0764,0.351351336,NA
526,19,32,"Travis, TX, USA","Melbourne, FL, USA",30.2526,-97.778,28.0785,-80.6838,0.0344,0.285049809,NA
527,19,33,"Travis, TX, USA","Rio, FL, USA",30.2526,-97.778,27.2183,-80.24,0.0528,0.27398294,NA
528,19,34,"Travis, TX, USA","Palm Beach County, FL, USA",30.2526,-97.778,26.53,-80.0658,0.0464,0.28042436,NA
529,19,35,"Travis, TX, USA","Miami, FL, USA",30.2526,-97.778,25.7753,-80.2089,0.0677,0.30353004,NA
530,19,36,"Travis, TX, USA","Fort Myers, FL, USA",30.2526,-97.778,26.6398,-81.8745,0.0554,0.310463668,NA
531,19,37,"Travis, TX, USA","Sarasota, FL, USA",30.2526,-97.778,27.3509,-82.5484,0.0702,0.30566054,NA
532,19,38,"Travis, TX, USA","Tampa, FL, USA",30.2526,-97.778,27.9816,-82.4526,0.0612,0.310567011,NA
533,20,21,"Bexar, TX, USA","Houston, TX, USA",29.4112,-98.4954,29.7628,-95.3831,0.0992,0.369714034,NA
534,20,22,"Bexar, TX, USA","Nueces, TX, USA",29.4112,-98.4954,27.7439,-97.672,0.0429,0.260216764,NA
535,20,23,"Bexar, TX, USA","Hidalgo, TX, USA",29.4112,-98.4954,26.3651,-98.1638,0.0377,0.258795979,NA
536,20,24,"Bexar, TX, USA","Juarez, CHIH, MEX",29.4112,-98.4954,31.683,-106.4249,0.049,0.288921707,NA
537,20,25,"Bexar, TX, USA","Nuevo Leon, NL, MEX",29.4112,-98.4954,25.6803,-100.3133,0.074,0.381790538,NA
538,20,26,"Bexar, TX, USA","New Orleans LA, USA",29.4112,-98.4954,29.99838,-90.076114,0.0534,0.328127721,NA
539,20,27,"Bexar, TX, USA","Muscogee, GA, USA",29.4112,-98.4954,32.5223,-84.9341,0.085,0.344336305,NA
540,20,28,"Bexar, TX, USA","St. Augustine, FL, USA",29.4112,-98.4954,29.9134,-81.317743,0.0664,0.326223155,NA
541,20,29,"Bexar, TX, USA","Barberville, FL, USA",29.4112,-98.4954,29.1861,-81.4209,0.1526,0.416556947,NA
542,20,30,"Bexar, TX, USA","Daytona Beach, FL, USA",29.4112,-98.4954,29.2034,-81.0884,0.0755,0.358641051,NA
543,20,31,"Bexar, TX, USA","Orlando, FL, USA",29.4112,-98.4954,28.5496,-81.3754,0.0762,0.373537852,NA
544,20,32,"Bexar, TX, USA","Melbourne, FL, USA",29.4112,-98.4954,28.0785,-80.6838,0.0417,0.317937289,NA
545,20,33,"Bexar, TX, USA","Rio, FL, USA",29.4112,-98.4954,27.2183,-80.24,0.0564,0.319498381,NA
546,20,34,"Bexar, TX, USA","Palm Beach County, FL, USA",29.4112,-98.4954,26.53,-80.0658,0.0707,0.335178925,NA
547,20,35,"Bexar, TX, USA","Miami, FL, USA",29.4112,-98.4954,25.7753,-80.2089,0.0842,0.356730528,NA
548,20,36,"Bexar, TX, USA","Fort Myers, FL, USA",29.4112,-98.4954,26.6398,-81.8745,0.0716,0.360706235,NA
549,20,37,"Bexar, TX, USA","Sarasota, FL, USA",29.4112,-98.4954,27.3509,-82.5484,0.0787,0.341965256,NA
550,20,38,"Bexar, TX, USA","Tampa, FL, USA",29.4112,-98.4954,27.9816,-82.4526,0.0635,0.344059043,NA
551,21,22,"Houston, TX, USA","Nueces, TX, USA",29.7628,-95.3831,27.7439,-97.672,0.0682,0.331701571,NA
552,21,23,"Houston, TX, USA","Hidalgo, TX, USA",29.7628,-95.3831,26.3651,-98.1638,0.0534,0.286720592,NA
553,21,24,"Houston, TX, USA","Juarez, CHIH, MEX",29.7628,-95.3831,31.683,-106.4249,0.0642,0.315323019,NA
554,21,25,"Houston, TX, USA","Nuevo Leon, NL, MEX",29.7628,-95.3831,25.6803,-100.3133,0.1824,0.414450667,NA
555,21,26,"Houston, TX, USA","New Orleans LA, USA",29.7628,-95.3831,29.99838,-90.076114,0.1253,0.375240444,NA
556,21,27,"Houston, TX, USA","Muscogee, GA, USA",29.7628,-95.3831,32.5223,-84.9341,0.1953,0.41905112,NA
557,21,28,"Houston, TX, USA","St. Augustine, FL, USA",29.7628,-95.3831,29.9134,-81.317743,0.1333,0.417505353,NA
558,21,29,"Houston, TX, USA","Barberville, FL, USA",29.7628,-95.3831,29.1861,-81.4209,0.2444,0.438017987,NA
559,21,30,"Houston, TX, USA","Daytona Beach, FL, USA",29.7628,-95.3831,29.2034,-81.0884,0.1288,0.380782449,NA
560,21,31,"Houston, TX, USA","Orlando, FL, USA",29.7628,-95.3831,28.5496,-81.3754,0.1682,0.426461945,NA
561,21,32,"Houston, TX, USA","Melbourne, FL, USA",29.7628,-95.3831,28.0785,-80.6838,0.1009,0.377827592,NA
562,21,33,"Houston, TX, USA","Rio, FL, USA",29.7628,-95.3831,27.2183,-80.24,0.1294,0.378042298,NA
563,21,34,"Houston, TX, USA","Palm Beach County, FL, USA",29.7628,-95.3831,26.53,-80.0658,0.1236,0.390122911,NA
564,21,35,"Houston, TX, USA","Miami, FL, USA",29.7628,-95.3831,25.7753,-80.2089,0.126,0.384159544,NA
565,21,36,"Houston, TX, USA","Fort Myers, FL, USA",29.7628,-95.3831,26.6398,-81.8745,0.1206,0.381007639,NA
566,21,37,"Houston, TX, USA","Sarasota, FL, USA",29.7628,-95.3831,27.3509,-82.5484,0.1543,0.410169932,NA
567,21,38,"Houston, TX, USA","Tampa, FL, USA",29.7628,-95.3831,27.9816,-82.4526,0.1188,0.384135718,NA
568,22,23,"Nueces, TX, USA","Hidalgo, TX, USA",27.7439,-97.672,26.3651,-98.1638,0.0176,0.211413529,NA
569,22,24,"Nueces, TX, USA","Juarez, CHIH, MEX",27.7439,-97.672,31.683,-106.4249,0.0175,0.226426598,NA
570,22,25,"Nueces, TX, USA","Nuevo Leon, NL, MEX",27.7439,-97.672,25.6803,-100.3133,0.0427,0.318291181,NA
571,22,26,"Nueces, TX, USA","New Orleans LA, USA",27.7439,-97.672,29.99838,-90.076114,0.0526,0.304716095,NA
572,22,27,"Nueces, TX, USA","Muscogee, GA, USA",27.7439,-97.672,32.5223,-84.9341,0.1137,0.337786815,NA
573,22,28,"Nueces, TX, USA","St. Augustine, FL, USA",27.7439,-97.672,29.9134,-81.317743,0.0512,0.294281581,NA
574,22,29,"Nueces, TX, USA","Barberville, FL, USA",27.7439,-97.672,29.1861,-81.4209,0.1368,0.381115093,NA
575,22,30,"Nueces, TX, USA","Daytona Beach, FL, USA",27.7439,-97.672,29.2034,-81.0884,0.0639,0.343848213,NA
576,22,31,"Nueces, TX, USA","Orlando, FL, USA",27.7439,-97.672,28.5496,-81.3754,0.0783,0.356162215,NA
577,22,32,"Nueces, TX, USA","Melbourne, FL, USA",27.7439,-97.672,28.0785,-80.6838,0.0368,0.286505939,NA
578,22,33,"Nueces, TX, USA","Rio, FL, USA",27.7439,-97.672,27.2183,-80.24,0.0561,0.284302238,NA
579,22,34,"Nueces, TX, USA","Palm Beach County, FL, USA",27.7439,-97.672,26.53,-80.0658,0.0446,0.298524176,NA
580,22,35,"Nueces, TX, USA","Miami, FL, USA",27.7439,-97.672,25.7753,-80.2089,0.0518,0.304500796,NA
581,22,36,"Nueces, TX, USA","Fort Myers, FL, USA",27.7439,-97.672,26.6398,-81.8745,0.0493,0.327759433,NA
582,22,37,"Nueces, TX, USA","Sarasota, FL, USA",27.7439,-97.672,27.3509,-82.5484,0.0627,0.307139049,NA
583,22,38,"Nueces, TX, USA","Tampa, FL, USA",27.7439,-97.672,27.9816,-82.4526,0.0496,0.299249018,NA
